City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
237,Moussoro,TD,2022-07-22 03:19:12,13.6408,16.4901,83.91,62,100,7.94,overcast clouds
238,Natal,BR,2022-07-22 03:19:12,-5.795,-35.2094,75.42,94,75,3.44,broken clouds
239,Hofn,IS,2022-07-22 03:19:13,64.2539,-15.2082,52.12,78,16,3.42,few clouds
240,Lodja,CD,2022-07-22 03:19:13,-3.4833,23.4333,70.11,79,60,0.58,broken clouds
241,Maragogipe,BR,2022-07-22 03:19:14,-12.7778,-38.9194,68.95,95,74,3.62,light rain
242,Butaritari,KI,2022-07-22 03:19:14,3.0707,172.7902,81.54,76,53,7.49,broken clouds
243,Nampula,MZ,2022-07-22 03:19:15,-15.1165,39.2666,60.75,100,0,3.44,clear sky
244,Merauke,ID,2022-07-22 03:19:15,-8.4667,140.3333,79.34,74,49,11.99,scattered clouds
245,Sur,OM,2022-07-22 03:19:15,22.5667,59.5289,86.61,70,32,10.29,scattered clouds
246,Tainan,TW,2022-07-22 03:19:16,22.9908,120.2133,91.31,66,40,4.61,scattered clouds
247,Sechura,PE,2022-07-22 03:19:16,-5.5569,-80.8222,63.21,79,60,11.54,broken clouds
248,Salalah,OM,2022-07-22 03:19:17,17.0151,54.0924,75.29,94,100,6.91,overcast clouds
249,Cukai,MY,2022-07-22 03:19:17,4.25,103.4167,87.75,67,93,3.33,overcast clouds
250,Asau,RO,2022-07-22 03:19:18,46.4333,26.4,56.32,52,0,5.37,clear sky
251,Belaya Gora,RU,2022-07-22 03:19:18,68.5333,146.4167,65.73,32,0,9.62,clear sky
252,Hanko,FI,2022-07-22 03:19:18,59.8333,22.95,64.06,86,67,13.98,broken clouds
253,Lagoa,PT,2022-07-22 03:19:19,39.05,-27.9833,70.81,91,100,5.59,overcast clouds
254,Cangzhou,CN,2022-07-22 03:19:19,38.3167,116.8667,88.39,44,100,4.12,overcast clouds
255,Bougouni,ML,2022-07-22 03:19:20,11.417,-7.479,71.31,94,64,3.78,broken clouds
256,Cherskiy,RU,2022-07-22 03:19:20,68.75,161.3,47.71,37,99,12.95,overcast clouds
257,Sheridan,US,2022-07-22 03:19:21,44.8333,-106.9173,77.92,29,0,8.05,clear sky
258,Lompoc,US,2022-07-22 03:15:03,34.6391,-120.4579,60.85,89,100,11.5,mist
259,Brusque,BR,2022-07-22 03:19:21,-27.0981,-48.9175,67.05,98,92,2.15,overcast clouds
260,Tahoua,NE,2022-07-22 03:19:22,14.8888,5.2692,81.79,61,95,7.11,overcast clouds
261,Brigantine,US,2022-07-22 03:19:22,39.4101,-74.3646,81.0,81,40,8.05,scattered clouds
262,Bria,CF,2022-07-22 03:19:23,6.5423,21.9863,69.48,97,100,1.12,light rain
263,Adrar,MR,2022-07-22 03:19:23,20.5022,-10.0711,87.3,43,21,14.09,light rain
264,North Bend,US,2022-07-22 03:19:24,43.4065,-124.2243,64.24,90,100,8.05,overcast clouds
265,Porteirinha,BR,2022-07-22 03:19:24,-15.7433,-43.0283,63.68,57,5,5.23,clear sky
266,Victoria,HK,2022-07-22 03:18:11,22.2855,114.1577,93.96,68,0,4.0,clear sky
267,Saldanha,ZA,2022-07-22 03:19:25,-33.0117,17.9442,44.65,80,100,7.45,overcast clouds
268,Glasgow,GB,2022-07-22 03:17:16,55.8652,-4.2576,59.2,84,75,9.22,broken clouds
269,Vestmannaeyjar,IS,2022-07-22 03:19:25,63.4427,-20.2734,52.11,97,100,7.31,overcast clouds
270,Sikonge,TZ,2022-07-22 03:19:26,-5.6333,32.7667,59.99,68,5,7.92,clear sky
271,Nicoya,CR,2022-07-22 03:19:26,10.1483,-85.452,74.59,92,100,3.0,overcast clouds
272,Talnakh,RU,2022-07-22 03:19:27,69.4865,88.3972,65.21,58,29,11.61,scattered clouds
273,Willmar,US,2022-07-22 03:19:27,45.1219,-95.0433,75.15,53,0,0.0,clear sky
274,Strezhevoy,RU,2022-07-22 03:19:27,60.7333,77.5889,53.26,96,100,7.02,light rain
275,Biak,ID,2022-07-22 03:19:28,-0.9131,122.8766,81.18,75,37,8.5,scattered clouds
276,Aviles,ES,2022-07-22 03:19:28,43.5547,-5.9248,66.76,97,75,5.75,mist
277,Prince Rupert,CA,2022-07-22 03:19:28,54.3161,-130.3201,60.49,88,0,16.11,clear sky
278,Atasu,KZ,2022-07-22 03:19:29,48.6814,71.6433,75.06,37,30,12.1,scattered clouds
279,Ulladulla,AU,2022-07-22 03:19:29,-35.35,150.4667,56.3,76,60,9.73,broken clouds
280,Ivot,RU,2022-07-22 03:19:29,53.6756,34.1872,54.75,91,3,8.63,clear sky
281,Mecca,SA,2022-07-22 03:19:30,21.4267,39.8261,82.26,61,5,4.79,clear sky
282,Yelizovo,RU,2022-07-22 03:19:30,53.1873,158.3805,66.34,72,75,17.9,broken clouds
283,Bagdarin,RU,2022-07-22 03:19:31,54.4333,113.6,74.53,54,100,6.53,overcast clouds
284,Rorvik,NO,2022-07-22 03:19:31,64.8621,11.2373,52.9,94,100,19.71,overcast clouds
285,San Cristobal,VE,2022-07-22 03:19:31,7.7669,-72.225,73.58,97,99,3.18,overcast clouds
286,Zarate,AR,2022-07-22 03:19:32,-34.0981,-59.0286,46.83,96,100,3.0,overcast clouds
287,Ayan,RU,2022-07-22 03:19:32,56.45,138.1667,58.75,86,99,5.55,overcast clouds
288,Komsomolskiy,UZ,2022-07-22 03:19:33,40.4272,71.7189,92.12,22,0,4.61,clear sky
289,Necochea,AR,2022-07-22 03:15:07,-38.5473,-58.7368,47.28,38,100,6.93,overcast clouds
290,Am Timan,TD,2022-07-22 03:19:33,11.0297,20.2827,70.3,91,100,6.24,overcast clouds
291,Whitehorse,CA,2022-07-22 03:15:53,60.7161,-135.0538,63.37,42,40,19.57,scattered clouds
292,Port Elizabeth,ZA,2022-07-22 03:19:34,-33.918,25.5701,48.49,93,0,5.75,clear sky
293,Karaton,ID,2022-07-22 03:19:34,-6.3424,106.1045,85.55,61,56,0.56,broken clouds
294,Lisakovsk,KZ,2022-07-22 03:19:34,52.5369,62.4936,65.75,61,33,5.21,scattered clouds
295,Coahuayana,MX,2022-07-22 03:19:35,18.7333,-103.6833,79.99,91,100,1.19,overcast clouds
296,Atakpame,TG,2022-07-22 03:19:35,7.5333,1.1333,67.51,95,49,3.36,scattered clouds
297,Kismayo,SO,2022-07-22 03:19:36,-0.3582,42.5454,74.71,82,76,19.53,light rain
298,Guerrero Negro,MX,2022-07-22 03:19:36,27.9769,-114.0611,68.72,81,0,18.03,clear sky
299,Kavieng,PG,2022-07-22 03:19:36,-2.5744,150.7967,82.56,76,100,10.02,light rain
300,Gelibolu,TR,2022-07-22 03:19:37,40.4103,26.6708,64.26,81,0,8.52,clear sky
301,Geraldton,AU,2022-07-22 03:19:37,-28.7667,114.6,61.21,77,100,10.36,overcast clouds
302,Manta,EC,2022-07-22 03:19:38,-0.95,-80.7333,71.38,83,75,5.75,broken clouds
303,Villanueva De Cordoba,ES,2022-07-22 03:19:38,38.3228,-4.6287,67.89,52,16,2.73,few clouds
304,Bulgan,MN,2022-07-22 03:19:38,48.8125,103.5347,49.95,94,100,1.57,overcast clouds
305,Arkhangelsk,RU,2022-07-22 03:19:39,64.5401,40.5433,57.31,100,100,0.0,fog
306,Gizo,SB,2022-07-22 03:19:39,-8.103,156.8419,84.49,65,95,7.02,overcast clouds
307,Great Yarmouth,GB,2022-07-22 03:19:40,52.6083,1.7305,58.95,76,81,7.16,broken clouds
308,Indore,IN,2022-07-22 03:15:18,22.7179,75.8333,75.38,94,75,9.22,haze
309,Zhangye,CN,2022-07-22 03:19:40,38.9342,100.4517,75.61,23,0,6.04,clear sky
310,Sitrah,BH,2022-07-22 03:19:41,26.1547,50.6206,94.35,74,0,3.44,clear sky
311,Liwale,TZ,2022-07-22 03:19:41,-9.7667,37.9333,58.66,96,0,3.36,clear sky
312,Kouroussa,GN,2022-07-22 03:18:09,10.65,-9.8833,70.2,96,99,3.94,overcast clouds
313,San Francisco,US,2022-07-22 03:17:09,37.7749,-122.4194,70.32,86,20,20.71,few clouds
314,Olafsvik,IS,2022-07-22 03:19:42,64.8945,-23.7142,51.73,90,100,4.65,overcast clouds
315,Xining,CN,2022-07-22 03:19:42,36.6167,101.7667,60.69,58,0,2.75,clear sky
316,Joao Pinheiro,BR,2022-07-22 03:19:43,-17.7425,-46.1725,62.98,52,21,5.75,few clouds
317,Makakilo City,US,2022-07-22 03:19:43,21.3469,-158.0858,86.32,53,0,14.97,clear sky
318,Santa Rosalia,MX,2022-07-22 03:19:44,27.3167,-112.2833,91.18,37,0,7.18,clear sky
319,Shushtar,IR,2022-07-22 03:19:44,32.0455,48.8567,93.43,47,0,4.59,clear sky
320,San Marcos,US,2022-07-22 03:18:42,33.1434,-117.1661,76.57,79,0,8.05,clear sky
321,Ostrovnoy,RU,2022-07-22 03:19:45,68.0531,39.5131,62.71,84,51,7.43,broken clouds
322,Stornoway,GB,2022-07-22 03:17:22,58.2093,-6.3865,51.93,92,75,2.3,broken clouds
323,Polunochnoye,RU,2022-07-22 03:19:45,60.8697,60.4153,65.44,60,50,9.04,scattered clouds
324,Bessemer,US,2022-07-22 03:19:46,33.4018,-86.9544,73.71,96,0,5.75,clear sky
325,Sabang,ID,2022-07-22 03:19:46,5.8933,95.3214,83.3,71,100,9.57,overcast clouds
326,Cabra,ES,2022-07-22 03:19:46,37.4725,-4.4421,73.36,55,19,3.58,few clouds
327,Arandis,NA,2022-07-22 03:19:47,-22.4167,14.9667,65.07,26,0,12.3,clear sky
328,Portland,US,2022-07-22 03:15:43,45.5234,-122.6762,81.01,60,40,8.05,scattered clouds
329,Zaozerne,UA,2022-07-22 03:19:47,45.1582,33.2787,71.24,72,4,11.74,light rain
330,Xiaoweizhai,CN,2022-07-22 03:19:48,26.1903,107.5125,80.06,72,98,11.56,overcast clouds
331,Hailar,CN,2022-07-22 03:19:48,49.2,119.7,83.57,41,17,5.41,few clouds
332,Mogadishu,SO,2022-07-22 03:19:49,2.0371,45.3438,75.27,86,43,19.42,light rain
333,Zaoyang,CN,2022-07-22 03:19:49,32.1272,112.7542,89.28,66,91,14.07,overcast clouds
334,Tonj,SS,2022-07-22 03:19:49,7.2737,28.6822,68.7,92,99,1.48,overcast clouds
335,Amahai,ID,2022-07-22 03:19:50,-3.3333,128.9167,80.2,66,81,11.48,broken clouds
336,Dali,CN,2022-07-22 03:19:50,25.7,100.1833,72.28,70,100,3.15,overcast clouds
337,Maltahohe,NA,2022-07-22 03:19:51,-24.8333,16.9833,47.53,42,0,3.98,clear sky
338,Puerto Varas,CL,2022-07-22 03:19:51,-41.3195,-72.9854,39.42,100,100,4.61,overcast clouds
339,Labuhan,ID,2022-07-22 03:19:51,-6.8844,112.2051,83.79,64,100,6.35,overcast clouds
340,Hun,LY,2022-07-22 03:19:52,29.1268,15.9477,72.57,63,0,4.47,clear sky
341,Jinchang,CN,2022-07-22 03:19:52,38.4953,102.1739,73.38,25,0,4.05,clear sky
342,Qarqin,AF,2022-07-22 03:19:53,37.4185,66.0436,96.96,10,0,5.28,clear sky
343,Abaza,RU,2022-07-22 03:19:53,52.655,90.0928,65.32,80,100,6.06,light rain
344,Ribeira Brava,PT,2022-07-22 03:19:53,32.65,-17.0667,68.63,81,9,7.96,clear sky
345,Chapais,CA,2022-07-22 03:19:54,49.7834,-74.8492,62.38,97,100,11.72,overcast clouds
346,At-Bashi,KG,2022-07-22 03:19:54,41.1702,75.8106,74.08,27,0,0.45,clear sky
347,Ilulissat,GL,2022-07-22 03:19:55,69.2167,-51.1,50.02,87,75,5.75,broken clouds
348,Cookeville,US,2022-07-22 03:19:55,36.1628,-85.5016,76.64,97,75,0.0,broken clouds
349,Juneau,US,2022-07-22 03:19:28,58.3019,-134.4197,60.22,95,100,11.5,overcast clouds
350,Pacific Grove,US,2022-07-22 03:19:57,36.6177,-121.9166,67.01,88,75,9.22,broken clouds
351,Vostok,RU,2022-07-22 03:19:57,46.4856,135.8833,63.73,93,100,2.73,overcast clouds
352,Pabrade,LT,2022-07-22 03:19:58,55.0,25.7833,60.26,85,0,1.9,clear sky
353,Tartagal,AR,2022-07-22 03:19:58,-22.5164,-63.8013,64.81,68,4,3.62,clear sky
354,Sinnamary,GF,2022-07-22 03:19:59,5.3833,-52.95,77.07,88,68,7.31,broken clouds
355,Watsa,CD,2022-07-22 03:19:59,3.0372,29.5355,61.57,98,47,2.28,scattered clouds
356,Baoqing,CN,2022-07-22 03:19:59,46.3317,132.2111,75.0,62,78,11.23,broken clouds
357,Dickinson,US,2022-07-22 03:20:00,29.4608,-95.0513,87.75,82,20,10.36,few clouds
358,Japura,ID,2022-07-22 03:20:00,-0.3167,102.35,80.58,89,95,3.49,overcast clouds
359,Soyo,AO,2022-07-22 03:20:01,-6.1349,12.3689,69.57,84,92,8.32,overcast clouds
360,Sao Joao Da Barra,BR,2022-07-22 03:20:01,-21.6403,-41.0511,69.44,88,2,6.13,clear sky
361,Mount Gambier,AU,2022-07-22 03:20:02,-37.8333,140.7667,56.12,67,100,12.12,light rain
362,Nome,US,2022-07-22 03:20:02,64.5011,-165.4064,50.07,76,100,10.36,overcast clouds
363,Vidim,RU,2022-07-22 03:20:03,56.4088,103.1106,73.72,44,96,5.26,overcast clouds
364,Zverinogolovskoye,RU,2022-07-22 03:20:03,54.4586,64.8542,61.88,82,20,9.73,few clouds
365,Sooke,CA,2022-07-22 03:20:04,48.3746,-123.7276,75.02,100,30,35.68,scattered clouds
366,Vilhena,BR,2022-07-22 03:20:04,-12.7406,-60.1458,66.87,52,2,2.75,clear sky
367,Quesnel,CA,2022-07-22 03:20:05,52.9999,-122.5029,75.7,41,0,2.3,clear sky
368,Srednekolymsk,RU,2022-07-22 03:20:05,67.45,153.6833,60.75,34,4,6.76,clear sky
369,Sabha,LY,2022-07-22 03:20:05,27.0377,14.4283,76.39,35,0,10.42,clear sky
370,Constitucion,CL,2022-07-22 03:20:06,-35.3333,-72.4167,51.64,84,29,7.14,scattered clouds
371,Irbeyskoye,RU,2022-07-22 03:20:06,55.6428,95.4522,73.87,48,30,6.55,scattered clouds
372,Heihe,CN,2022-07-22 03:20:07,50.2441,127.4902,81.18,51,13,9.06,few clouds
373,Llata,PE,2022-07-22 03:20:07,-9.4167,-76.7833,46.74,85,23,1.52,few clouds
374,Puruliya,IN,2022-07-22 03:20:08,23.3333,86.3667,85.24,69,100,6.44,overcast clouds
375,Palmer,US,2022-07-22 03:20:08,42.1584,-72.3287,79.25,80,20,3.44,few clouds
376,Nam Som,TH,2022-07-22 03:20:09,17.7704,102.1895,78.1,98,100,6.4,light rain
377,Pec,XK,2022-07-22 03:20:09,42.6591,20.2883,66.83,51,0,5.55,clear sky
378,Ariquemes,BR,2022-07-22 03:20:09,-9.9133,-63.0408,73.08,56,0,0.65,clear sky
379,Beringovskiy,RU,2022-07-22 03:20:10,63.05,179.3167,49.71,68,72,5.08,broken clouds
380,Krasnoselkup,RU,2022-07-22 03:20:10,65.7,82.4667,49.06,92,100,2.39,light rain
381,Mkushi,ZM,2022-07-22 03:20:11,-13.6202,29.3939,55.96,77,8,6.76,clear sky
382,Chignahuapan,MX,2022-07-22 03:20:11,19.8333,-98.0333,56.66,92,91,2.77,overcast clouds
383,Parana,AR,2022-07-22 03:20:12,-31.732,-60.5238,58.55,88,100,6.33,light rain
384,San Patricio,US,2022-07-22 03:20:12,28.017,-97.5169,84.29,73,3,13.22,clear sky
385,Jalu,LY,2022-07-22 03:20:13,29.0331,21.5482,73.72,40,0,8.37,clear sky
386,Te Anau,NZ,2022-07-22 03:20:13,-45.4167,167.7167,44.6,84,63,1.68,broken clouds
387,Amapa,BR,2022-07-22 03:20:14,1.0,-52.0,72.46,94,98,2.15,overcast clouds
388,Barsovo,RU,2022-07-22 03:20:14,61.1667,73.1667,60.93,69,95,9.46,overcast clouds
389,Sibolga,ID,2022-07-22 03:20:14,1.7427,98.7792,86.02,62,95,2.86,moderate rain
390,Marfino,RU,2022-07-22 03:20:15,55.7028,37.3822,62.94,76,0,13.42,clear sky
391,Yar-Sale,RU,2022-07-22 03:20:15,66.8333,70.8333,43.54,92,100,13.02,light rain
392,Penzance,GB,2022-07-22 03:20:16,50.1186,-5.5371,57.88,75,81,12.73,broken clouds
393,Coihaique,CL,2022-07-22 03:20:16,-45.5752,-72.0662,24.75,100,20,3.44,few clouds
394,Kenai,US,2022-07-22 03:20:17,60.5544,-151.2583,54.09,89,100,4.61,light rain
395,Lewistown,US,2022-07-22 03:20:18,40.5992,-77.5714,74.16,100,0,0.0,clear sky
396,Kamenka,RU,2022-07-22 03:20:18,51.3223,42.7678,55.99,95,100,6.42,light rain
397,Sept-Iles,CA,2022-07-22 03:20:18,50.2001,-66.3821,60.06,95,100,10.36,heavy intensity rain
398,Shambu,ET,2022-07-22 03:20:19,9.5667,37.1,49.95,94,85,1.1,overcast clouds
399,Fukue,JP,2022-07-22 03:20:19,32.6881,128.8419,82.76,65,40,6.91,scattered clouds
400,Zaragoza,ES,2022-07-22 03:17:59,41.6561,-0.8773,80.02,69,0,11.5,clear sky
401,Honningsvag,NO,2022-07-22 03:20:20,70.9821,25.9704,53.35,87,100,14.97,overcast clouds
402,Rome,US,2022-07-22 03:16:23,34.257,-85.1647,77.04,92,100,3.44,overcast clouds
403,Bud,US,2022-07-22 03:20:20,39.447,-86.1758,78.67,79,0,7.09,clear sky
404,Klaksvik,FO,2022-07-22 03:20:21,62.2266,-6.589,47.32,87,100,6.91,overcast clouds
405,Tarko-Sale,RU,2022-07-22 03:20:21,64.9225,77.785,49.19,65,100,5.73,overcast clouds
406,Flinders,AU,2022-07-22 03:20:21,-34.5833,150.8552,63.18,74,66,4.0,light rain
407,Tromso,NO,2022-07-22 03:20:22,69.6496,18.957,54.37,93,100,1.14,overcast clouds
408,Shache,CN,2022-07-22 03:20:22,38.4167,77.2406,87.13,12,0,5.86,clear sky
409,Takestan,IR,2022-07-22 03:20:23,36.0696,49.6959,69.93,64,3,8.14,clear sky
410,Marystown,CA,2022-07-22 03:20:23,47.1666,-55.1483,59.86,100,8,1.99,clear sky
411,Ngunguru,NZ,2022-07-22 03:20:23,-35.6167,174.5,55.42,74,53,7.78,broken clouds
412,Tarrafal,CV,2022-07-22 03:20:24,15.2833,-23.7667,77.79,84,100,6.98,overcast clouds
413,Shelburne,CA,2022-07-22 03:20:24,44.0787,-80.2041,70.25,75,0,7.27,clear sky
414,Mehran,IR,2022-07-22 03:20:25,33.1222,46.1646,96.13,14,0,6.4,clear sky
415,Bengbu,CN,2022-07-22 03:20:25,32.9408,117.3608,89.87,62,81,5.57,broken clouds
416,Preobrazheniye,RU,2022-07-22 03:20:25,42.9019,133.9064,65.62,91,100,8.9,overcast clouds
417,Aquiraz,BR,2022-07-22 03:20:26,-3.9014,-38.3911,73.49,88,96,7.9,overcast clouds
418,Antibes,FR,2022-07-22 03:20:26,43.5624,7.1278,78.28,67,40,8.05,scattered clouds
419,Sorland,NO,2022-07-22 03:20:27,67.667,12.6934,51.66,90,100,21.68,overcast clouds
420,La Asuncion,VE,2022-07-22 03:20:27,11.0333,-63.8628,78.53,94,5,8.05,clear sky
421,Ciudad Bolivar,VE,2022-07-22 03:19:14,8.1222,-63.5497,76.98,91,100,10.85,overcast clouds
422,Kamaishi,JP,2022-07-22 03:19:07,39.2667,141.8833,72.25,99,100,7.87,light rain
423,Souillac,MU,2022-07-22 03:20:28,-20.5167,57.5167,69.66,72,28,13.85,scattered clouds
424,Los Llanos De Aridane,ES,2022-07-22 03:20:28,28.6585,-17.9182,67.75,83,40,19.57,scattered clouds
425,Makueni,KE,2022-07-22 03:20:29,-1.8041,37.6203,57.31,90,71,1.54,broken clouds
426,Abalak,RU,2022-07-22 03:20:29,58.1286,68.5944,59.72,62,23,7.23,few clouds
427,Mahebourg,MU,2022-07-22 03:20:30,-20.4081,57.7,69.26,71,70,17.11,broken clouds
428,Baracoa,CU,2022-07-22 03:20:30,20.3467,-74.4958,80.42,87,80,10.07,broken clouds
429,Pudozh,RU,2022-07-22 03:20:31,61.8099,36.5345,64.67,79,96,3.94,overcast clouds
430,Aykhal,RU,2022-07-22 03:20:31,66.0,111.5,60.08,72,100,7.61,overcast clouds
431,Tabatinga,BR,2022-07-22 03:20:31,-4.2525,-69.9381,73.49,100,0,0.0,clear sky
432,Middelburg,ZA,2022-07-22 03:20:32,-25.7751,29.4648,48.83,66,7,4.32,clear sky
433,Gamba,GA,2022-07-22 03:20:32,-2.65,10.0,70.75,91,92,7.31,overcast clouds
434,Garowe,SO,2022-07-22 03:20:33,8.4054,48.4845,73.63,62,98,21.65,overcast clouds
435,Ejido,VE,2022-07-22 03:20:33,8.5514,-71.2375,65.86,87,99,5.91,overcast clouds
436,Hovd,MN,2022-07-22 03:20:34,48.0056,91.6419,71.51,30,47,3.22,scattered clouds
437,Dromolaxia,CY,2022-07-22 03:20:34,34.8761,33.586,79.68,69,0,5.75,clear sky
438,Don Sak,TH,2022-07-22 03:20:34,9.3168,99.6918,91.29,78,100,5.37,overcast clouds
439,Port Macquarie,AU,2022-07-22 03:20:35,-31.4333,152.9167,63.9,94,40,2.3,scattered clouds
440,College,US,2022-07-22 03:20:35,64.8569,-147.8028,66.52,58,75,6.91,light rain
441,Isangel,VU,2022-07-22 03:20:36,-19.55,169.2667,80.98,66,19,13.42,few clouds
442,Zarichne,UA,2022-07-22 03:20:36,51.8126,26.129,60.01,94,0,4.92,clear sky
443,Bonavista,CA,2022-07-22 03:20:36,48.6499,-53.1147,55.45,94,93,1.77,overcast clouds
444,Cockburn Town,TC,2022-07-22 03:20:37,21.4612,-71.1419,82.26,82,9,20.96,clear sky
445,Tezu,IN,2022-07-22 03:20:37,27.9167,96.1667,76.86,98,100,1.21,light rain
446,Hokitika,NZ,2022-07-22 03:20:38,-42.7167,170.9667,54.3,47,5,5.88,clear sky
447,Cayenne,GF,2022-07-22 03:20:38,4.9333,-52.3333,79.09,1,66,2.3,broken clouds
448,Faya,SA,2022-07-22 03:20:38,18.3851,42.4509,64.51,43,17,3.27,few clouds
449,Cuamba,MZ,2022-07-22 03:20:39,-14.8031,36.5372,58.53,77,2,1.7,clear sky
450,Slave Lake,CA,2022-07-22 03:20:39,55.2834,-114.769,66.18,63,0,9.22,clear sky
451,Byron Bay,AU,2022-07-22 03:20:40,-28.65,153.6167,59.7,85,100,20.71,moderate rain
452,Poum,NC,2022-07-22 03:20:40,-20.2333,164.0167,77.59,82,100,21.18,overcast clouds
453,Gusau,NG,2022-07-22 03:20:41,12.1628,6.6614,75.61,78,96,5.68,overcast clouds
454,Naze,JP,2022-07-22 03:20:41,28.3667,129.4833,86.92,76,28,13.02,scattered clouds
455,Kedrovyy,RU,2022-07-22 03:20:41,56.1667,91.8167,64.87,71,100,6.55,light rain
456,Santa Maria,BR,2022-07-22 03:20:42,-29.6842,-53.8069,63.7,100,0,4.61,clear sky
457,Tilichiki,RU,2022-07-22 03:20:42,60.4667,166.1,64.45,44,10,1.34,clear sky
458,Kadoma,JP,2022-07-22 03:20:43,34.7333,135.5833,89.6,54,75,12.66,broken clouds
459,Cessnock,AU,2022-07-22 03:17:33,-32.8333,151.35,65.43,67,44,9.42,scattered clouds
460,Oranjestad,AW,2022-07-22 03:16:50,12.524,-70.027,82.35,83,20,19.57,few clouds
461,Ust-Tsilma,RU,2022-07-22 03:20:43,65.441,52.1498,54.86,47,46,5.7,scattered clouds
462,Muli,MV,2022-07-22 03:20:44,2.9167,73.5667,82.44,74,99,20.78,light rain
463,Bandarbeyla,SO,2022-07-22 03:20:44,9.4942,50.8122,76.95,71,31,23.71,scattered clouds
464,Marsh Harbour,BS,2022-07-22 03:20:45,26.5412,-77.0636,82.8,75,2,16.2,clear sky
465,Koraput,IN,2022-07-22 03:20:45,18.8167,82.7167,70.72,95,100,5.5,overcast clouds
466,Nadvoitsy,RU,2022-07-22 03:20:45,63.8667,34.3167,65.43,71,100,4.83,overcast clouds
467,Sri Aman,MY,2022-07-22 03:20:46,1.2376,111.4621,80.65,83,40,0.0,scattered clouds
468,Aleksandrovka,UA,2022-07-22 03:20:46,46.8383,32.7612,66.16,55,42,7.83,scattered clouds
469,Oksfjord,NO,2022-07-22 03:20:46,70.2396,22.3479,55.47,84,86,3.04,overcast clouds
470,Bonthe,SL,2022-07-22 03:20:47,7.5264,-12.505,76.28,82,99,10.31,light rain
471,Dingle,PH,2022-07-22 03:20:47,10.9995,122.6711,87.04,72,39,8.66,scattered clouds
472,Kangly,RU,2022-07-22 03:20:48,44.2544,43.0308,62.65,88,84,7.0,broken clouds
473,Singkang,MY,2022-07-22 03:20:48,2.1006,102.7994,82.94,78,100,2.01,overcast clouds
474,Meridian,US,2022-07-22 03:18:45,43.6121,-116.3915,91.18,23,0,5.75,clear sky
475,Gigmoto,PH,2022-07-22 03:20:49,13.7796,124.39,87.49,69,91,7.65,overcast clouds
